,ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,bid_sz_00,bid_ct_00,ask_px_00,ask_sz_00,ask_ct_00,bid_px_01,bid_sz_01,bid_ct_01,ask_px_01,ask_sz_01,ask_ct_01,bid_px_02,bid_sz_02,bid_ct_02,ask_px_02,ask_sz_02,ask_ct_02,bid_px_03,bid_sz_03,bid_ct_03,ask_px_03,ask_sz_03,ask_ct_03,bid_px_04,bid_sz_04,bid_ct_04,ask_px_04,ask_sz_04,ask_ct_04,bid_px_05,bid_sz_05,bid_ct_05,ask_px_05,ask_sz_05,ask_ct_05,bid_px_06,bid_sz_06,bid_ct_06,ask_px_06,ask_sz_06,ask_ct_06,bid_px_07,bid_sz_07,bid_ct_07,ask_px_07,ask_sz_07,ask_ct_07,bid_px_08,bid_sz_08,bid_ct_08,ask_px_08,ask_sz_08,ask_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_09,ask_sz_09,ask_ct_09,symbol,order_id
1551,2025-07-29T20:12:00.943815000Z,2025-07-29T20:12:00.943815000Z,10,2,1108,S,N,0,,0,0,0,1567,13.04,2,1,13.69,15,1,13.03,100,1,13.70,100,1,13.02,100,1,13.72,115,2,12.73,100,1,14.01,2,1,12.71,100,1,14.04,100,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.58,100,1,12.37,700,1,14.60,700,1,ARL,0
1552,2025-07-29T20:12:00.943852000Z,2025-07-29T20:12:00.943852000Z,10,2,1108,S,N,0,,0,0,0,1568,13.04,2,1,13.69,15,1,13.03,100,1,13.70,100,1,13.02,100,1,13.72,115,2,12.73,100,1,14.01,2,1,12.71,100,1,14.04,100,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.58,100,1,12.37,700,1,14.60,700,1,ARL,0
1553,2025-07-29T20:12:00.943888000Z,2025-07-29T20:12:00.943888000Z,10,2,1108,S,N,0,,0,0,0,1569,13.04,2,1,13.69,15,1,13.03,100,1,13.70,100,1,13.02,100,1,13.72,115,2,12.73,100,1,14.01,2,1,12.71,100,1,14.04,100,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.58,100,1,12.37,700,1,14.60,700,1,ARL,0
1554,2025-07-29T20:12:00.943924000Z,2025-07-29T20:12:00.943924000Z,10,2,1108,S,N,0,,0,0,0,1570,13.04,2,1,13.69,15,1,13.03,100,1,13.70,100,1,13.02,100,1,13.72,115,2,12.73,100,1,14.01,2,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.56,800,2,12.43,700,1,14.58,100,1,12.42,700,1,14.60,700,1,12.37,700,1,14.64,100,1,ARL,0
1555,2025-07-29T20:12:00.943960000Z,2025-07-29T20:12:00.943960000Z,10,2,1108,S,N,0,,0,0,0,1571,13.04,2,1,13.69,15,1,13.03,100,1,13.70,100,1,13.02,100,1,13.72,115,2,12.73,100,1,13.97,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.58,100,1,12.37,700,1,14.60,700,1,ARL,0
1556,2025-07-29T20:12:00.943997000Z,2025-07-29T20:12:00.943997000Z,10,2,1108,S,N,0,,0,0,0,1572,13.04,2,1,13.69,15,1,13.03,100,1,13.70,100,1,13.02,100,1,13.72,100,1,12.73,100,1,13.97,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.56,800,2,12.42,700,1,14.58,100,1,12.37,700,1,14.60,700,1,ARL,0
1557,2025-07-29T20:12:00.944033000Z,2025-07-29T20:12:00.944033000Z,10,2,1108,S,N,0,,0,0,0,1573,13.04,2,1,13.66,15,1,13.03,100,1,13.69,15,1,13.02,100,1,13.70,100,1,12.73,100,1,13.72,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.56,800,2,12.37,700,1,14.58,100,1,ARL,0
1558,2025-07-29T20:12:00.944069000Z,2025-07-29T20:12:00.944069000Z,10,2,1108,S,N,0,,0,0,0,1574,13.04,2,1,13.66,15,1,13.03,100,1,13.69,15,1,13.02,100,1,13.70,200,2,12.73,100,1,13.72,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.56,800,2,12.37,700,1,14.58,100,1,ARL,0
1559,2025-07-29T20:12:00.944105000Z,2025-07-29T20:12:00.944105000Z,10,2,1108,S,N,0,,0,0,0,1575,13.04,2,1,13.66,15,1,13.03,100,1,13.69,15,1,13.02,100,1,13.70,100,1,12.73,100,1,13.72,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.56,800,2,12.37,700,1,14.58,100,1,ARL,0
1560,2025-07-29T20:12:00.944141000Z,2025-07-29T20:12:00.944141000Z,10,2,1108,S,N,0,,0,0,0,1576,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.72,100,1,12.50,700,1,13.97,100,1,12.46,200,2,14.01,2,1,12.43,700,1,14.28,100,1,12.42,700,1,14.40,100,1,12.37,700,1,14.56,800,2,ARL,0
1561,2025-07-29T20:12:00.944178000Z,2025-07-29T20:12:00.944178000Z,10,2,1108,S,N,0,,0,0,0,1577,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.72,100,1,12.50,700,1,13.97,100,1,12.46,200,2,14.01,2,1,12.43,700,1,14.28,100,1,12.42,700,1,14.40,100,1,12.37,700,1,14.56,800,2,ARL,0
1562,2025-07-29T20:12:00.944214000Z,2025-07-29T20:12:00.944214000Z,10,2,1108,S,N,0,,0,0,0,1578,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.72,100,1,12.50,700,1,13.97,100,1,12.46,200,2,14.01,2,1,12.43,700,1,14.28,100,1,12.42,700,1,14.40,100,1,12.37,700,1,14.56,800,2,ARL,0
1563,2025-07-29T20:12:00.944250000Z,2025-07-29T20:12:00.944250000Z,10,2,1108,S,N,0,,0,0,0,1579,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.56,800,2,12.37,700,1,14.58,100,1,ARL,0
1564,2025-07-29T20:12:00.944286000Z,2025-07-29T20:12:00.944286000Z,10,2,1108,S,N,0,,0,0,0,1580,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.56,800,2,12.37,700,1,14.58,100,1,ARL,0
1565,2025-07-29T20:12:00.944323000Z,2025-07-29T20:12:00.944323000Z,10,2,1108,S,N,0,,0,0,0,1581,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.56,800,2,12.37,700,1,14.58,100,1,ARL,0
1566,2025-07-29T20:12:00.944359000Z,2025-07-29T20:12:00.944359000Z,10,2,1108,S,N,0,,0,0,0,1582,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.56,800,2,12.37,700,1,14.58,100,1,ARL,0
1567,2025-07-29T20:12:00.944395000Z,2025-07-29T20:12:00.944395000Z,10,2,1108,S,N,0,,0,0,0,1583,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.54,100,1,12.37,700,1,14.56,800,2,ARL,0
1568,2025-07-29T20:12:00.944432000Z,2025-07-29T20:12:00.944432000Z,10,2,1108,S,N,0,,0,0,0,1584,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.54,100,1,12.37,700,1,14.56,800,2,ARL,0
1569,2025-07-29T20:12:00.944468000Z,2025-07-29T20:12:00.944468000Z,10,2,1108,S,N,0,,0,0,0,1585,13.04,2,1,13.66,15,1,13.03,100,1,13.67,100,1,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1570,2025-07-29T20:12:00.944504000Z,2025-07-29T20:12:00.944504000Z,10,2,1108,S,N,0,,0,0,0,1586,13.04,2,1,13.66,15,1,13.03,100,1,13.67,200,2,13.02,100,1,13.69,15,1,12.73,100,1,13.70,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1571,2025-07-29T20:12:00.944541000Z,2025-07-29T20:12:00.944541000Z,10,2,1108,S,N,0,,0,0,0,1587,13.04,2,1,13.66,15,1,13.03,100,1,13.67,200,2,13.02,100,1,13.69,15,1,12.73,100,1,13.97,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.53,100,1,12.42,700,1,14.54,100,1,12.37,700,1,14.56,800,2,ARL,0
1572,2025-07-29T20:12:00.944577000Z,2025-07-29T20:12:00.944577000Z,10,2,1108,S,N,0,,0,0,0,1588,13.04,2,1,13.66,15,1,13.03,100,1,13.67,200,2,13.02,100,1,13.97,100,1,12.73,100,1,14.01,2,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.53,100,1,12.43,700,1,14.54,100,1,12.42,700,1,14.56,800,2,12.37,700,1,14.58,100,1,ARL,0
1573,2025-07-29T20:12:00.944614000Z,2025-07-29T20:12:00.944614000Z,10,2,1108,S,N,0,,0,0,0,1589,13.04,2,1,13.62,15,1,13.03,100,1,13.66,15,1,13.02,100,1,13.67,200,2,12.73,100,1,13.97,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.53,100,1,12.42,700,1,14.54,100,1,12.37,700,1,14.56,800,2,ARL,0
1574,2025-07-29T20:12:00.944650000Z,2025-07-29T20:12:00.944650000Z,10,2,1108,S,N,0,,0,0,0,1590,13.04,2,1,13.62,15,1,13.03,100,1,13.65,100,1,13.02,100,1,13.66,15,1,12.73,100,1,13.67,200,2,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1575,2025-07-29T20:12:00.944691000Z,2025-07-29T20:12:00.944691000Z,10,2,1108,S,N,0,,0,0,0,1591,13.04,2,1,13.62,15,1,13.03,100,1,13.65,100,1,13.02,100,1,13.66,15,1,12.73,100,1,13.67,100,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1576,2025-07-29T20:12:00.944727000Z,2025-07-29T20:12:00.944727000Z,10,2,1108,S,N,0,,0,0,0,1592,13.04,2,1,13.62,15,1,13.03,100,1,13.65,100,1,13.02,100,1,13.66,15,1,12.73,100,1,13.97,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.53,100,1,12.42,700,1,14.54,100,1,12.37,700,1,14.56,800,2,ARL,0
1577,2025-07-29T20:12:00.944773000Z,2025-07-29T20:12:00.944773000Z,10,2,1108,S,N,0,,0,0,0,1593,13.04,2,1,13.62,15,1,13.03,100,1,13.63,100,1,13.02,100,1,13.65,100,1,12.73,100,1,13.66,15,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1578,2025-07-29T20:12:00.944809000Z,2025-07-29T20:12:00.944809000Z,10,2,1108,S,N,0,,0,0,0,1594,13.04,2,1,13.62,15,1,13.03,100,1,13.63,100,1,13.02,100,1,13.65,100,1,12.73,100,1,13.66,15,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1579,2025-07-29T20:12:00.944846000Z,2025-07-29T20:12:00.944846000Z,10,2,1108,S,N,0,,0,0,0,1595,13.04,2,1,13.62,15,1,13.03,100,1,13.63,100,1,13.02,100,1,13.65,100,1,12.73,100,1,13.66,15,1,12.71,100,1,13.97,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1580,2025-07-29T20:12:00.944882000Z,2025-07-29T20:12:00.944882000Z,10,2,1108,S,N,0,,0,0,0,1596,13.04,2,1,13.62,15,1,13.03,100,1,13.63,100,1,13.02,100,1,13.65,100,1,12.73,100,1,13.66,15,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.53,100,1,12.42,700,1,14.54,100,1,12.37,700,1,14.56,800,2,ARL,0
1581,2025-07-29T20:12:00.944919000Z,2025-07-29T20:12:00.944919000Z,10,2,1108,S,N,0,,0,0,0,1597,13.04,2,1,13.62,15,1,13.03,100,1,13.63,100,1,13.02,100,1,13.65,100,1,12.73,100,1,13.66,15,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1582,2025-07-29T20:12:00.944956000Z,2025-07-29T20:12:00.944956000Z,10,2,1108,S,N,0,,0,0,0,1598,13.04,2,1,13.62,15,1,13.03,100,1,13.63,100,1,13.02,100,1,13.65,100,1,12.73,100,1,13.66,15,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1583,2025-07-29T20:12:00.944993000Z,2025-07-29T20:12:00.944993000Z,10,2,1108,S,N,0,,0,0,0,1599,13.04,2,1,13.62,15,1,13.03,100,1,13.63,100,1,13.02,100,1,13.65,100,1,12.73,100,1,13.66,15,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1584,2025-07-29T20:12:00.945030000Z,2025-07-29T20:12:00.945030000Z,10,2,1108,S,N,0,,0,0,0,1600,13.04,2,1,13.62,15,1,13.03,100,1,13.63,100,1,13.02,100,1,13.65,100,1,12.73,100,1,13.90,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1585,2025-07-29T20:12:00.945066000Z,2025-07-29T20:12:00.945066000Z,10,2,1108,S,N,0,,0,0,0,1601,13.04,2,1,13.60,15,1,13.03,100,1,13.62,15,1,13.02,100,1,13.63,100,1,12.73,100,1,13.65,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1586,2025-07-29T20:12:00.945103000Z,2025-07-29T20:12:00.945103000Z,10,2,1108,S,N,0,,0,0,0,1602,13.04,2,1,13.60,15,1,13.03,100,1,13.62,15,1,13.02,100,1,13.65,100,1,12.73,100,1,13.90,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1587,2025-07-29T20:12:00.945140000Z,2025-07-29T20:12:00.945140000Z,10,2,1108,S,N,0,,0,0,0,1603,13.04,2,1,13.60,15,1,13.03,100,1,13.61,100,1,13.02,100,1,13.62,15,1,12.73,100,1,13.65,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1588,2025-07-29T20:12:00.945176000Z,2025-07-29T20:12:00.945176000Z,10,2,1108,S,N,0,,0,0,0,1604,13.04,2,1,13.60,15,1,13.03,100,1,13.61,100,1,13.02,100,1,13.62,15,1,12.73,100,1,13.65,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1589,2025-07-29T20:12:00.945213000Z,2025-07-29T20:12:00.945213000Z,10,2,1108,S,N,0,,0,0,0,1605,13.04,2,1,13.60,15,1,13.03,100,1,13.61,100,1,13.02,100,1,13.62,15,1,12.73,100,1,13.65,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1590,2025-07-29T20:12:00.945249000Z,2025-07-29T20:12:00.945249000Z,10,2,1108,S,N,0,,0,0,0,1606,13.04,2,1,13.60,15,1,13.03,100,1,13.61,100,1,13.02,100,1,13.62,15,1,12.73,100,1,13.63,100,1,12.71,100,1,13.65,100,1,12.50,700,1,13.90,100,1,12.46,200,2,14.01,2,1,12.43,700,1,14.28,100,1,12.42,700,1,14.40,100,1,12.37,700,1,14.43,100,1,ARL,0
1591,2025-07-29T20:12:00.945286000Z,2025-07-29T20:12:00.945286000Z,10,2,1108,S,N,0,,0,0,0,1607,13.04,2,1,13.60,15,1,13.03,100,1,13.61,100,1,13.02,100,1,13.62,15,1,12.73,100,1,13.63,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1592,2025-07-29T20:12:00.945323000Z,2025-07-29T20:12:00.945323000Z,10,2,1108,S,N,0,,0,0,0,1608,13.04,2,1,13.60,15,1,13.03,100,1,13.61,100,1,13.02,100,1,13.63,100,1,12.73,100,1,13.90,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1593,2025-07-29T20:12:00.945360000Z,2025-07-29T20:12:00.945360000Z,10,2,1108,S,N,0,,0,0,0,1609,13.04,2,1,13.60,15,1,13.03,100,1,13.61,200,2,13.02,100,1,13.63,100,1,12.73,100,1,13.90,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1594,2025-07-29T20:12:00.945396000Z,2025-07-29T20:12:00.945396000Z,10,2,1108,S,N,0,,0,0,0,1610,13.04,2,1,13.60,15,1,13.03,100,1,13.61,200,2,13.02,100,1,13.90,100,1,12.73,100,1,14.01,2,1,12.71,100,1,14.28,100,1,12.50,700,1,14.40,100,1,12.46,200,2,14.43,100,1,12.43,700,1,14.53,100,1,12.42,700,1,14.54,100,1,12.37,700,1,14.56,800,2,ARL,0
1595,2025-07-29T20:12:00.945433000Z,2025-07-29T20:12:00.945433000Z,10,2,1108,S,N,0,,0,0,0,1611,13.04,2,1,13.57,15,1,13.03,100,1,13.60,15,1,13.02,100,1,13.61,200,2,12.73,100,1,13.90,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1596,2025-07-29T20:12:00.945469000Z,2025-07-29T20:12:00.945469000Z,10,2,1108,S,N,0,,0,0,0,1612,13.04,2,1,13.57,15,1,13.03,100,1,13.60,15,1,13.02,100,1,13.61,100,1,12.73,100,1,13.90,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.28,100,1,12.46,200,2,14.40,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1597,2025-07-29T20:12:00.945506000Z,2025-07-29T20:12:00.945506000Z,10,2,1108,S,N,0,,0,0,0,1613,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.40,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1598,2025-07-29T20:12:00.946029000Z,2025-07-29T20:12:00.946029000Z,10,2,1108,S,N,0,,0,0,0,1614,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1599,2025-07-29T20:12:00.946104000Z,2025-07-29T20:12:00.946104000Z,10,2,1108,S,N,0,,0,0,0,1615,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1600,2025-07-29T20:12:00.946161000Z,2025-07-29T20:12:00.946161000Z,10,2,1108,S,N,0,,0,0,0,1616,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.28,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
1601,2025-07-29T20:12:00.946216000Z,2025-07-29T20:12:00.946216000Z,10,2,1108,S,N,0,,0,0,0,1617,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.19,100,1,12.43,700,1,14.28,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1602,2025-07-29T20:12:00.946273000Z,2025-07-29T20:12:00.946273000Z,10,2,1108,S,N,0,,0,0,0,1618,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.19,100,1,12.43,700,1,14.28,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1603,2025-07-29T20:12:00.946328000Z,2025-07-29T20:12:00.946328000Z,10,2,1108,S,N,0,,0,0,0,1619,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.19,100,1,12.43,700,1,14.28,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1604,2025-07-29T20:12:00.946383000Z,2025-07-29T20:12:00.946383000Z,10,2,1108,S,N,0,,0,0,0,1620,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.19,100,1,12.43,700,1,14.28,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1605,2025-07-29T20:12:00.946439000Z,2025-07-29T20:12:00.946439000Z,10,2,1108,S,N,0,,0,0,0,1621,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.60,15,1,12.73,100,1,13.61,100,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.19,100,1,12.43,700,1,14.28,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1606,2025-07-29T20:12:00.946494000Z,2025-07-29T20:12:00.946494000Z,10,2,1108,S,N,0,,0,0,0,1622,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.59,100,1,12.73,100,1,13.60,15,1,12.71,100,1,13.61,100,1,12.50,700,1,13.90,100,1,12.46,200,2,14.01,2,1,12.43,700,1,14.19,100,1,12.42,700,1,14.28,100,1,12.37,700,1,14.43,100,1,ARL,0
1607,2025-07-29T20:12:00.946550000Z,2025-07-29T20:12:00.946550000Z,10,2,1108,S,N,0,,0,0,0,1623,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.59,100,1,12.73,100,1,13.60,15,1,12.71,100,1,13.90,100,1,12.50,700,1,14.01,2,1,12.46,200,2,14.19,100,1,12.43,700,1,14.28,100,1,12.42,700,1,14.43,100,1,12.37,700,1,14.53,100,1,ARL,0
1608,2025-07-29T20:12:00.946605000Z,2025-07-29T20:12:00.946605000Z,10,2,1108,S,N,0,,0,0,0,1624,13.04,2,1,13.57,15,1,13.03,100,1,13.58,100,1,13.02,100,1,13.59,100,1,12.73,100,1,13.90,100,1,12.71,100,1,14.01,2,1,12.50,700,1,14.19,100,1,12.46,200,2,14.28,100,1,12.43,700,1,14.43,100,1,12.42,700,1,14.53,100,1,12.37,700,1,14.54,100,1,ARL,0
